gen		id		dom		parent_id		variation_type		fitness		parent_fitness		age		parent_age		num_voxels		parent_num_voxels		energy		parent_energy		material_different_from_parent		mean_material		mean_parent_material		mean_parent_diff_material
0		12		0		-1		newly_generated		2.96646		-10000000.0		0		10000000.0		216		10000000.0		216		10000000.0		
1		21		0		12		add_node		5.27772		2.96646		1		1		216		216		216		216		
2		21		0		12		survived		5.27772		2.96646		2		1		216		216		216		216		
3		58		0		21		mutate_weight(-0.199527256113)		5.34602		5.27772		3		3		216		216		216		216		
4		76		0		58		mutate_weight(-0.765551854683)		5.4481		5.34602		4		4		216		216		216		216		
5		76		0		58		survived		5.4481		5.34602		5		4		216		216		216		216		
6		76		0		58		survived		5.4481		5.34602		6		4		216		216		216		216		
7		76		0		58		survived		5.4481		5.34602		7		4		216		216		216		216		
8		76		0		58		survived		5.4481		5.34602		8		4		216		216		216		216		
9		76		0		58		survived		5.4481		5.34602		9		4		216		216		216		216		
10		76		0		58		survived		5.4481		5.34602		10		4		216		216		216		216		
11		76		0		58		survived		5.4481		5.34602		11		4		216		216		216		216		
12		76		0		58		survived		5.4481		5.34602		12		4		216		216		216		216		
13		76		0		58		survived		5.4481		5.34602		13		4		216		216		216		216		
14		76		0		58		survived		5.4481		5.34602		14		4		216		216		216		216		
15		76		0		58		survived		5.4481		5.34602		15		4		216		216		216		216		
16		76		0		58		survived		5.4481		5.34602		16		4		216		216		216		216		
17		76		0		58		survived		5.4481		5.34602		17		4		216		216		216		216		
18		76		0		58		survived		5.4481		5.34602		18		4		216		216		216		216		
19		76		0		58		survived		5.4481		5.34602		19		4		216		216		216		216		
20		76		0		58		survived		5.4481		5.34602		20		4		216		216		216		216		
21		76		0		58		survived		5.4481		5.34602		21		4		216		216		216		216		
22		76		0		58		survived		5.4481		5.34602		22		4		216		216		216		216		
23		76		0		58		survived		5.4481		5.34602		23		4		216		216		216		216		
24		76		0		58		survived		5.4481		5.34602		24		4		216		216		216		216		
25		76		0		58		survived		5.4481		5.34602		25		4		216		216		216		216		
26		76		0		58		survived		5.4481		5.34602		26		4		216		216		216		216		
27		76		0		58		survived		5.4481		5.34602		27		4		216		216		216		216		
28		76		0		58		survived		5.4481		5.34602		28		4		216		216		216		216		
29		474		0		351		mutate_weight(0.617921465062)		5.45721		5.25892		10		10		216		216		216		216		
30		474		0		351		survived		5.45721		5.25892		11		10		216		216		216		216		
31		497		0		474		mutate_weight(-0.370729889054)		5.52529		5.45721		12		12		216		216		216		216		
32		497		0		474		survived		5.52529		5.45721		13		12		216		216		216		216		
33		497		0		474		survived		5.52529		5.45721		14		12		216		216		216		216		
34		497		0		474		survived		5.52529		5.45721		15		12		216		216		216		216		
35		572		0		497		mutate_function(neg_square-to-neg_abs)		5.54156		5.52529		16		16		216		216		216		216		
36		572		0		497		survived		5.54156		5.52529		17		16		216		216		216		216		
37		572		0		497		survived		5.54156		5.52529		18		16		216		216		216		216		
38		611		0		572		mutate_weight(0.464153244458)		5.59074		5.54156		19		19		216		216		216		216		
39		611		0		572		survived		5.59074		5.54156		20		19		216		216		216		216		
40		611		0		572		survived		5.59074		5.54156		21		19		216		216		216		216		
41		611		0		572		survived		5.59074		5.54156		22		19		216		216		216		216		
42		611		0		572		survived		5.59074		5.54156		23		19		216		216		216		216		
43		611		0		572		survived		5.59074		5.54156		24		19		216		216		216		216		
44		611		0		572		survived		5.59074		5.54156		25		19		216		216		216		216		
45		611		0		572		survived		5.59074		5.54156		26		19		216		216		216		216		
46		611		0		572		survived		5.59074		5.54156		27		19		216		216		216		216		
47		611		0		572		survived		5.59074		5.54156		28		19		216		216		216		216		
48		611		0		572		survived		5.59074		5.54156		29		19		216		216		216		216		
49		611		0		572		survived		5.59074		5.54156		30		19		216		216		216		216		
50		611		0		572		survived		5.59074		5.54156		31		19		216		216		216		216		
51		818		0		808		remove_link		6.41306		4.93161		3		3		216		216		216		216		
52		818		0		808		survived		6.41306		4.93161		4		3		216		216		216		216		
53		818		0		808		survived		6.41306		4.93161		5		3		216		216		216		216		
54		818		0		808		survived		6.41306		4.93161		6		3		216		216		216		216		
55		818		0		808		survived		6.41306		4.93161		7		3		216		216		216		216		
56		818		0		808		survived		6.41306		4.93161		8		3		216		216		216		216		
57		818		0		808		survived		6.41306		4.93161		9		3		216		216		216		216		
58		818		0		808		survived		6.41306		4.93161		10		3		216		216		216		216		
59		818		0		808		survived		6.41306		4.93161		11		3		216		216		216		216		
60		818		0		808		survived		6.41306		4.93161		12		3		216		216		216		216		
61		818		0		808		survived		6.41306		4.93161		13		3		216		216		216		216		
62		818		0		808		survived		6.41306		4.93161		14		3		216		216		216		216		
63		818		0		808		survived		6.41306		4.93161		15		3		216		216		216		216		
64		818		0		808		survived		6.41306		4.93161		16		3		216		216		216		216		
65		818		0		808		survived		6.41306		4.93161		17		3		216		216		216		216		
66		818		0		808		survived		6.41306		4.93161		18		3		216		216		216		216		
67		818		0		808		survived		6.41306		4.93161		19		3		216		216		216		216		
68		818		0		808		survived		6.41306		4.93161		20		3		216		216		216		216		
69		818		0		808		survived		6.41306		4.93161		21		3		216		216		216		216		
70		818		0		808		survived		6.41306		4.93161		22		3		216		216		216		216		
71		818		0		808		survived		6.41306		4.93161		23		3		216		216		216		216		
72		818		0		808		survived		6.41306		4.93161		24		3		216		216		216		216		
73		818		0		808		survived		6.41306		4.93161		25		3		216		216		216		216		
74		818		0		808		survived		6.41306		4.93161		26		3		216		216		216		216		
75		818		0		808		survived		6.41306		4.93161		27		3		216		216		216		216		
76		818		0		808		survived		6.41306		4.93161		28		3		216		216		216		216		
77		818		0		808		survived		6.41306		4.93161		29		3		216		216		216		216		
78		818		0		808		survived		6.41306		4.93161		30		3		216		216		216		216		
79		818		0		808		survived		6.41306		4.93161		31		3		216		216		216		216		
80		818		0		808		survived		6.41306		4.93161		32		3		216		216		216		216		
81		818		0		808		survived		6.41306		4.93161		33		3		216		216		216		216		
82		818		0		808		survived		6.41306		4.93161		34		3		216		216		216		216		
83		818		0		808		survived		6.41306		4.93161		35		3		216		216		216		216		
84		818		0		808		survived		6.41306		4.93161		36		3		216		216		216		216		
85		818		0		808		survived		6.41306		4.93161		37		3		216		216		216		216		
86		818		0		808		survived		6.41306		4.93161		38		3		216		216		216		216		
