gen		id		dom		parent_id		variation_type		fitness		parent_fitness		age		parent_age		num_voxels		parent_num_voxels		energy		parent_energy		material_different_from_parent		mean_material		mean_parent_material		mean_parent_diff_material
0		14		0		-1		newly_generated		5.03069		-10000000.0		0		10000000.0		216		10000000.0		216		10000000.0		
1		14		0		-1		survived		5.03069		-10000000.0		1		10000000.0		216		10000000.0		216		10000000.0		
2		14		0		-1		survived		5.03069		-10000000.0		2		10000000.0		216		10000000.0		216		10000000.0		
3		14		0		-1		survived		5.03069		-10000000.0		3		10000000.0		216		10000000.0		216		10000000.0		
4		77		0		14		add_link		5.09593		5.03069		4		4		216		216		216		216		
5		87		0		78		mutate_function(absolute-to-sin)		6.022		0.0124369		1		1		216		10000000.0		216		10000000.0		
6		87		0		78		survived		6.022		0.0124369		2		1		216		10000000.0		216		10000000.0		
7		111		0		87		add_link		6.41054		6.022		3		3		216		216		216		216		
8		111		0		87		survived		6.41054		6.022		4		3		216		216		216		216		
9		157		0		111		add_node		6.54462		6.41054		5		5		216		216		216		216		
10		165		0		157		add_link		6.59414		6.54462		6		6		216		216		216		216		
11		165		0		157		survived		6.59414		6.54462		7		6		216		216		216		216		
12		165		0		157		survived		6.59414		6.54462		8		6		216		216		216		216		
13		165		0		157		survived		6.59414		6.54462		9		6		216		216		216		216		
14		165		0		157		survived		6.59414		6.54462		10		6		216		216		216		216		
15		165		0		157		survived		6.59414		6.54462		11		6		216		216		216		216		
16		165		0		157		survived		6.59414		6.54462		12		6		216		216		216		216		
17		165		0		157		survived		6.59414		6.54462		13		6		216		216		216		216		
18		165		0		157		survived		6.59414		6.54462		14		6		216		216		216		216		
19		165		0		157		survived		6.59414		6.54462		15		6		216		216		216		216		
20		165		0		157		survived		6.59414		6.54462		16		6		216		216		216		216		
21		165		0		157		survived		6.59414		6.54462		17		6		216		216		216		216		
22		165		0		157		survived		6.59414		6.54462		18		6		216		216		216		216		
23		165		0		157		survived		6.59414		6.54462		19		6		216		216		216		216		
24		165		0		157		survived		6.59414		6.54462		20		6		216		216		216		216		
25		165		0		157		survived		6.59414		6.54462		21		6		216		216		216		216		
26		165		0		157		survived		6.59414		6.54462		22		6		216		216		216		216		
27		165		0		157		survived		6.59414		6.54462		23		6		216		216		216		216		
28		165		0		157		survived		6.59414		6.54462		24		6		216		216		216		216		
29		165		0		157		survived		6.59414		6.54462		25		6		216		216		216		216		
30		165		0		157		survived		6.59414		6.54462		26		6		216		216		216		216		
31		165		0		157		survived		6.59414		6.54462		27		6		216		216		216		216		
32		165		0		157		survived		6.59414		6.54462		28		6		216		216		216		216		
33		165		0		157		survived		6.59414		6.54462		29		6		216		216		216		216		
34		165		0		157		survived		6.59414		6.54462		30		6		216		216		216		216		
35		165		0		157		survived		6.59414		6.54462		31		6		216		216		216		216		
36		165		0		157		survived		6.59414		6.54462		32		6		216		216		216		216		
37		165		0		157		survived		6.59414		6.54462		33		6		216		216		216		216		
38		165		0		157		survived		6.59414		6.54462		34		6		216		216		216		216		
39		165		0		157		survived		6.59414		6.54462		35		6		216		216		216		216		
40		165		0		157		survived		6.59414		6.54462		36		6		216		216		216		216		
41		165		0		157		survived		6.59414		6.54462		37		6		216		216		216		216		
42		677		0		165		mutate_weight(-0.939740017618)		6.61117		6.59414		38		38		216		216		216		216		
43		677		0		165		survived		6.61117		6.59414		39		38		216		216		216		216		
44		677		0		165		survived		6.61117		6.59414		40		38		216		216		216		216		
45		677		0		165		survived		6.61117		6.59414		41		38		216		216		216		216		
46		749		0		697		add_link		6.63458		6.59414		42		42		216		216		216		216		
47		749		0		697		survived		6.63458		6.59414		43		42		216		216		216		216		
48		749		0		697		survived		6.63458		6.59414		44		42		216		216		216		216		
49		749		0		697		survived		6.63458		6.59414		45		42		216		216		216		216		
50		749		0		697		survived		6.63458		6.59414		46		42		216		216		216		216		
51		749		0		697		survived		6.63458		6.59414		47		42		216		216		216		216		
52		749		0		697		survived		6.63458		6.59414		48		42		216		216		216		216		
53		861		0		749		remove_link		6.63516		6.63458		49		49		216		216		216		216		
54		861		0		749		survived		6.63516		6.63458		50		49		216		216		216		216		
55		861		0		749		survived		6.63516		6.63458		51		49		216		216		216		216		
56		861		0		749		survived		6.63516		6.63458		52		49		216		216		216		216		
57		861		0		749		survived		6.63516		6.63458		53		49		216		216		216		216		
58		861		0		749		survived		6.63516		6.63458		54		49		216		216		216		216		
59		861		0		749		survived		6.63516		6.63458		55		49		216		216		216		216		
60		861		0		749		survived		6.63516		6.63458		56		49		216		216		216		216		
61		861		0		749		survived		6.63516		6.63458		57		49		216		216		216		216		
62		861		0		749		survived		6.63516		6.63458		58		49		216		216		216		216		
63		861		0		749		survived		6.63516		6.63458		59		49		216		216		216		216		
64		861		0		749		survived		6.63516		6.63458		60		49		216		216		216		216		
65		861		0		749		survived		6.63516		6.63458		61		49		216		216		216		216		
